"latitude","longitude","Species","City"
34.38638,-98.99414,"Momo",1.293735168861
35.56637,-94.98001,"Momo",2.35527066712402
35.26808,-96.60222,"Momo",0.432416370072169
36.18889,-95.74556,"Momo",0.0322862847223584
35.76152,-99.93007,"Momo",3.51086120029535
34.86111,-96.66528,"Momo",1.08583968429738
34.81417,-95.65417,"Momo",3.47856717775773
35.97389,-97.03333,"Momo",0.999048778173818
36.62116,-96.12164,"Momo",1.076969782006
35.64389,-97.45694,"Momo",0.119101998740007
36.91528,-95.80417,"Momo",2.45600564342485
35.70166,-95.70208,"Momo",0.84431084035419
34.495,-96.972,"Momo",2.47956747591045
35.36895,-95.97023,"Momo",1.48804848082366
35.2933,-95.94727,"Momo",1.54396452328192
35.7575,-95.60667,"Momo",0.719289095052122
35.42014,-97.21555,"Momo",0.0904492108642748
36.02306,-97.1225,"Momo",1.14455250348872
34.6021,-95.11875,"Momo",6.10837292825201
36.879,-95.1695,"Momo",2.37384298499761
33.89444,-96.75361,"Momo",1.85097776087576
33.82444,-97.07361,"Momo",1.51314700456735
35.74111,-97.479,"Momo",0.29379093872541
35.86972,-96.968,"Momo",0.748381266754429
35.00278,-95.34111,"Momo",3.7686015642405
35.27056,-95.97,"Momo",1.50419061108266
34.73153,-99.81514,"Momo",4.7840002137694
36.4168,-94.78227,"Momo",1.18012610534956
36.03501,-96.36707,"Momo",0.172419708474936
34.62944,-98.62833,"Momo",2.22135280179955
34.76134,-98.61497,"Momo",1.83274598662694
35,-99,"Momo",2.21881362056883
36.4075,-94.92667,"Momo",0.940218292424639
34.21174,-96.63857,"Momo",2.9066525011784
34.92333,-95.26167,"Momo",4.32420075983936
34.72195,-94.96639,"Momo",5.59645215535818
34.75139,-95.04778,"Momo",5.93421578042933
34.61361,-94.84861,"Momo",4.9745689196375
34.44333,-94.65639,"Momo",4.24349447769384
34.84167,-94.63111,"Momo",4.49149893141455
34.53889,-94.93722,"Momo",5.2986003858839
34.52667,-94.70278,"Momo",4.37980912583124
34.59583,-94.55944,"Momo",3.87333589405375
34.52436,-94.91928,"Momo",5.22315479057551
34.689,-94.7325,"Momo",4.59387235250075
34.695,-94.685,"Momo",4.41945667189369
34.78833,-94.70667,"Momo",4.66115160793248
34.64583,-94.575,"Momo",3.96029709081413
34.74338,-94.7297,"Momo",4.66522566248893
34.73966,-94.7264,"Momo",4.64597210305693
34.49108,-94.49968,"Momo",3.66953940948601
34.4082,-94.38045,"Momo",3.35291526026967
35.0271,-94.66875,"Momo",5.23744937657003
34.8146,-94.66875,"Momo",4.57147569494894
35.68583,-97.00389,"Momo",0.327638157958824
35.24194,-97.5625,"Momo",0.0427499674203974
36.22935,-95.2419,"Momo",0.372111500371633
34.39639,-95.01167,"Momo",5.65536295651483
34.45195,-94.60042,"Momo",4.03865291268542
34.36778,-94.68028,"Momo",4.40853639844206
35.21111,-97.24139,"Momo",0.01060121248416
34.11306,-95.62278,"Momo",3.63943368534581
34.9575,-98.31556,"Momo",0.906822996195995
34.29861,-96.30222,"Momo",4.09091902753733
34.25,-96.21,"Momo",4.33327111891411
35.50556,-98.575,"Momo",0.956401868730901
35.10278,-98.34056,"Momo",0.801185187222473
35.33389,-98.13028,"Momo",0.334864247366476
35.08344,-98.24586,"Momo",0.67163006221908
35.50285,-94.77699,"Momo",3.12915051783059
35.92806,-94.83,"Momo",1.27899302870799
35.27639,-97.33528,"Momo",0.00861471909185183
32.7943,-95.5425,"Momo",0.899457223842377
33.29083,-97.8375,"Momo",0.472575515354879
32.69028,-95.61056,"Momo",0.876817323408048
32.85232,-95.46671,"Momo",1.01642849570313
44.42315,-89.7793,"Momo",2.54164002249823
44.4308,-89.7715,"Momo",2.5224267330945
43.103,-86.075,"Momo",0.262214818055785
43.55,-86.325,"Momo",2.02909550237506
43.4245,-86.353,"Momo",1.47712864443087
43.235,-85.34194,"Momo",0.333043470288923
43.2725,-85.2515,"Momo",0.450142523988834
43.689,-86.376,"Momo",2.91511438773735
43.5345,-86.29,"Momo",1.89905756140074
43.674,-86.4565,"Momo",2.80011069501273
42.86361,-86.16861,"Momo",0.217310274353124
43.153,-85.5995,"Momo",0.146674045170794
42.225,-85.6885,"Momo",1.27695833809833
43.1095,-84.9825,"Momo",0.400138982257135
42.39472,-85.60028,"Momo",1.09028593468599
43.21,-85.41,"Momo",0.264341486606598
43.22,-85.68,"Momo",0.278190303000523
46.71195,-85.38834,"Momo",21.3436843628025
41.80205,-85.84005,"Momo",0.177513320475797
42.323,-85.05965,"Momo",0.692532943569042
42.0288,-86.5153,"Momo",0.598631221220802
41.77945,-85.99374,"Momo",0.0847101808927739
42.19,-86.36,"Momo",1.09251666517111
42.3125,-84.7378,"Momo",0.622024872453876
42.4637,-85.95915,"Momo",0.97705969583109
43.80075,-92.36145,"Momo",6.35886713374714
43.80075,-92.36145,"Momo",6.35886713374714
35.5035,-89.91499,"Momo",0.611888523541931
35.537,-89.63499,"Momo",0.75147417228457
35.416,-89.7735,"Momo",0.379008088760303
36.26451,-89.25397,"Momo",2.95179724143206
35.226,-89.94,"Momo",0.0533794303795692
35.80762,-88.30945,"Momo",2.08526608733773
35.52335,-89.35205,"Momo",0.871208776797923
35.0055,-89.3808,"Momo",0.410423286683216
36.0165,-88.76775,"Momo",2.34232149874565
36.09583,-89.48666,"Momo",3.83567694326187
35.8606,-89.0912,"Momo",2.53047602723406
29.38333,-96.25,"Momo",0.995870289681785
29.17805,-96.29222,"Momo",1.65235284114971
36.12292,-88.65445,"Momo",1.79647573791742
30.812,-95.75645,"Momo",3.62180632906621
28.725,-97.06667,"Momo",4.07711141267652
32.57306,-95.80556,"Momo",0.774566040595939
32.58125,-94.86958,"Momo",1.06208729218817
30.775,-94.41528,"Momo",2.08944432180483
31.22333,-94.96611,"Momo",4.99006307165384
30.38667,-98.08611,"Momo",0.132873684494273
31.45417,-100.4161,"Momo",3.96386013763866
33.16972,-99.18778,"Momo",2.09491114623565
32.84,-97.445,"Momo",0.0480233644519777
30.566,-100.545,"Momo",6.70073028031937
32.24271,-95.12872,"Momo",1.45653368086975
30.43703,-95.12381,"Momo",1.50110371774992
31.56,-93.87194,"Momo",3.32433913970392
31.87791,-94.89986,"Momo",1.9898129014601
35.93985,-100.6767,"Momo",2.74241230255185
33.64555,-95.16028,"Momo",2.18913726297975
33.67056,-95.06667,"Momo",2.46451403690598
33.66666,-95.27361,"Momo",2.01583352304328
33.845,-95.19722,"Momo",2.80640277972406
31.91708,-94.63458,"Momo",1.5114025290105
32.27444,-94.965,"Momo",1.11655084957655
32.35306,-94.90528,"Momo",0.969902192912777
32.28944,-94.86833,"Momo",0.939882974183467
32.33528,-94.7375,"Momo",0.709949500356362
32.01667,-94.68333,"Momo",1.21245834859656
30.63333,-95.3,"Momo",2.7066280331528
30.475,-95.09167,"Momo",1.57933297453157
30.55,-95.12305,"Momo",1.94189159673294
30.46,-95.13,"Momo",1.59409548987607
30.31363,-95.17966,"Momo",1.16206480030434
32.13972,-95.32,"Momo",2.00528052299034
32.51556,-95.41817,"Momo",1.59897246104978
32.18333,-95.21667,"Momo",1.71026145345805
32.19202,-95.35257,"Momo",2.00352799983798
31.44815,-100.4219,"Momo",4.01272371746654
31.0232,-94.47903,"Momo",3.83515239235702
32.31565,-95.48672,"Momo",2.17872437689634
30.61667,-95.52722,"Momo",3.00149074829597
30.75,-95.37666,"Momo",3.54732437891428
30.52361,-95.58334,"Momo",2.43107741817239
30.6,-95.63,"Momo",2.97348410980916
34.93243,-101.667,"Momo",0.336369807729499
30.73861,-94.89778,"Momo",2.49599159145373
31.27278,-102.6922,"Momo",10.4957757371378
32.75,-97.75,"Momo",0.137346520375332
32.1,-94.20695,"Momo",0.593608757319493
32.8269,-98.3298,"Momo",0.873815572115496
30.12615,-93.8117,"Momo",0.0856769242986008
30.8,-93.7,"Momo",2.00262603766915
31.33333,-94.33334,"Momo",5.08579601536671
31.4771,-98.53998,"Momo",1.32720113306094
28.8,-96.04472,"Momo",3.15853652652057
33.45278,-101.5361,"Momo",0.190706899814844
31.40444,-95.70861,"Momo",2.03809803632816
30.302,-95.10654,"Momo",1.07859517841213
30.26667,-94.85,"Momo",0.619914898802646
30.26861,-94.79333,"Momo",0.553920603602607
30.10305,-94.82,"Momo",0.384248164721452
30.08333,-94.86667,"Momo",0.428483170773108
29.88528,-94.83334,"Momo",0.241769676985546
30.41667,-94.86667,"Momo",1.01861452753007
30.01667,-94.85,"Momo",0.398987866330406
30.40833,-95.00833,"Momo",1.20668230373317
28.97944,-96.01666,"Momo",2.11209853492989
29,-95.5,"Momo",1.71914441757044
30.23333,-95.60834,"Momo",0.976216000738809
30.31667,-95.32,"Momo",1.19268883768367
30.52694,-95.71278,"Momo",2.57000778819093
30.405,-95.36166,"Momo",1.62630755370909
30.3343,-95.28653,"Momo",1.26392289714955
30.14378,-95.47556,"Momo",0.594014557709354
30.54366,-95.77908,"Momo",2.74922906791174
30.52897,-95.72607,"Momo",2.59661978712646
33.03333,-94.72334,"Momo",2.32228729349413
30.76667,-93.68333,"Momo",1.82936362632892
30.72028,-93.61667,"Momo",1.62304988537566
32.83333,-98.38333,"Momo",0.973937852260534
32.817,-98.34489,"Momo",0.88692821325775
32.04361,-94.37444,"Momo",0.849102138686442
32.05806,-94.2,"Momo",0.712983954283983
32.01083,-94.14306,"Momo",0.850176906775452
32.7,-98.03333,"Momo",0.38044510831035
32.78611,-97.83334,"Momo",0.215698737010683
32.755,-98,"Momo",0.358148426904977
32.675,-97.61,"Momo",0.0692789143561429
32.675,-97.61,"Momo",0.0692789143561429
31.06278,-102.3881,"Momo",11.1626294520636
30.71139,-94.70139,"Momo",2.05148113771662
30.71139,-94.58,"Momo",1.90327184921947
30.66986,-94.66653,"Momo",1.78970970316439
31.11611,-98.055,"Momo",0.0962454624025108
32.15,-97.52499,"Momo",1.17328603493076
30.77722,-103.7439,"Momo",12.4868547338472
30.41667,-93.94,"Momo",0.423651240332231
33.13333,-98.35,"Momo",1.17934479942976
32.94722,-96.10222,"Momo",0.220484560102023
32.24083,-101.3903,"Momo",2.17915883178886
31.35833,-95.48833,"Momo",2.75221008978917
33.33,-95.54278,"Momo",0.976985296451676
32.53333,-98.05,"Momo",0.50279543957451
32.16139,-95.6,"Momo",2.67393770211821
32.475,-97.815,"Momo",0.406763456221703
30.95972,-95.58334,"Momo",4.00427508289188
31.50773,-95.20691,"Momo",3.27623210224794
31.1683,-95.59745,"Momo",3.11352924436317
31.55668,-95.38226,"Momo",2.65684732856807
33.19944,-96.00306,"Momo",0.342198169945067
33.25,-95.84,"Momo",0.519969894466154
33.2,-98.4,"Momo",1.30999862748958
33.275,-98.325,"Momo",1.23427132948679
33.375,-98.3,"Momo",1.23359434860532
29.02611,-96.71,"Momo",2.97905130257611
30.83315,-93.972,"Momo",2.18466853505907
30.43444,-93.89,"Momo",0.476993789307905
30.33778,-93.97194,"Momo",0.245384404252396
30.7114,-94.04529,"Momo",1.53711658252407
31.05591,-94.20776,"Momo",3.83459246357344
32.17194,-97.54944,"Momo",1.09270204217491
29.24665,-100.4104,"Momo",2.87284253353829
33.82722,-95.62861,"Momo",2.03459912287292
33.82083,-95.83639,"Momo",1.77853082983528
36,-100.5,"Momo",3.33794988323705
29.57444,-98.03083,"Momo",0.205236011889097
32.4125,-94.81806,"Momo",0.822315072974421
33.75556,-96.53,"Momo",1.22183212558318
29.32862,-97.77225,"Momo",0.577610435647446
31.87333,-96.2,"Momo",0.965636843816088
33.34139,-95.24917,"Momo",1.55612475259433
33.46333,-95.8775,"Momo",0.637304716233938
32.04417,-98.09234,"Momo",1.87343531749166
32.5175,-96.80417,"Momo",0.183017783428887
32.375,-98.68,"Momo",0.99240775325443
33.62167,-100.8361,"Momo",0.869221427043272
33.33614,-97.02299,"Momo",0.0652160768356643
33.48,-95.76861,"Momo",0.793119386000366
33.48028,-97.04361,"Momo",0.287592500428671
33.81861,-96.96333,"Momo",1.46100409633674
33.77528,-97.05903,"Momo",1.275627381245
31.37756,-97.59946,"Momo",0.241814335885
33.24722,-95.77,"Momo",0.614846871869692
33.26222,-95.82056,"Momo",0.544378922972649
33.27303,-97.03784,"Momo",0.0193063459905902
32.26889,-96.69583,"Momo",0.894411135867435
33.59,-96.27306,"Momo",0.638418879344836
33.61666,-95.90694,"Momo",0.955393998054816
33.79094,-95.92831,"Momo",1.56712047624011
33.36867,-95.23958,"Momo",1.58668152732746
31.93425,-96.12524,"Momo",1.19871958685655
33.69,-96.84806,"Momo",0.912784943532524
33.71472,-96.78917,"Momo",1.01781148356131
33.81435,-96.76199,"Momo",1.44957491745658
32.51667,-94.9,"Momo",1.03075121040347
29.385,-97.81083,"Momo",0.45623437150719
29.30877,-97.47971,"Momo",1.06115293549878
32.68,-94.3,"Momo",0.451387895482844
32.68945,-94.59222,"Momo",0.821022150775073
32.8,-94.16666,"Momo",0.630461360640035
32.62194,-94.2,"Momo",0.263860547422333
32.62389,-94.52,"Momo",0.591536731929237
32.58333,-94.15,"Momo",0.177950099868638
32.65,-94.37361,"Momo",0.467315467420839
29.79893,-98.15556,"Momo",0.491233081355113
31.84167,-100.5167,"Momo",1.68932748704947
33.675,-98.225,"Momo",0.319689509496354
31.82347,-95.37101,"Momo",2.6374499589397
33.18528,-94.25556,"Momo",2.45824543699867
30.33333,-96.55,"Momo",1.16062038712306
33.37917,-94.11611,"Momo",3.62432808138246
32.15,-97.5,"Momo",1.16641272980826
29.56835,-98.68465,"Momo",0.0848569058237992
31.30853,-94.76362,"Momo",5.45778811210015
31.6212,-95.6669,"Momo",1.83105117351085
31.78333,-95.68333,"Momo",1.80806849699201
31.2371,-94.45095,"Momo",5.65321301001517
29.26258,-98.56143,"Momo",0.153838920550793
33.28333,-94.35722,"Momo",3.23350550455811
30.525,-96.59167,"Momo",1.12254839875021
30.55738,-96.42506,"Momo",1.4703645279998
33.05685,-94.52925,"Momo",2.11031519391766
32.9,-94.6,"Momo",1.49666884504553
33.07639,-94.25694,"Momo",1.84328447591089
33.09625,-94.32139,"Momo",2.02624736599262
33.17162,-94.14799,"Momo",2.25607935695365
33.2784,-94.12258,"Momo",2.90765029751685
31.90791,-95.01264,"Momo",2.04260381519297
29.52533,-98.15854,"Momo",0.103374329665406
44.4049,-91.3171,"Momo",4.43361761915954
43.251,-88.3245,"Momo",0.29469723174663
43.1575,-88.1255,"Momo",0.0681837226026197
42.97569,-88.44846,"Momo",0.189760767686311
42.86631,-87.84023,"Momo",0.182385264745867
43.8708,-89.18135,"Momo",2.36973049044076
44.3801,-90.7221,"Momo",5.93052342824397
43.98694,-91.33662,"Momo",7.40742430832074
43.89418,-87.94178,"Momo",1.61177571872179
42.51519,-87.52243,"Momo",1.52695751792622
43.06171,-90.1687,"Momo",0.487566411939077
43.425,-88.68,"Momo",0.736421576545528
42.9633,-89.66375,"Momo",0.095823491273969
43.1573,-90.7109,"Momo",1.51601570923439
43.85809,-89.81407,"Momo",2.81915214079005
44.4723,-90.7167,"Momo",5.99963732560439
42.95915,-89.6816,"Momo",0.105937324004059
43.0625,-89.3179,"Momo",0.00630870574695885
43.13145,-90.2787,"Momo",0.685681906725604
42.82445,-90.24295,"Momo",0.718326876538354
32.895,-93.45,"Momo",0.737115133624608
39.3985,-94.4955,"Momo",0.307534616928116
40.65639,-89.04518,"Momo",0.319651300253881
41.47445,-91.74585,"Momo",0.977487199718499
41.65225,-90.59601,"Momo",1.57359045080286
42.23576,-94.91264,"Momo",3.66075225504575
41.48453,-96.01464,"Momo",0.20540025500363
41.02174,-92.73979,"Momo",2.21700111323343
41.3675,-92.9008,"Momo",0.705033473561352
41.461,-94.045,"Momo",0.172301946695173
40.4415,-91.4261,"Momo",2.70526264293325
41.62183,-93.63804,"Momo",0.00785993910787585
41.76392,-90.55585,"Momo",1.33549447100301
43.32922,-92.06343,"Momo",6.52370011255701
42.55576,-96.47562,"Momo",4.14871560407692
42.50817,-96.40213,"Momo",4.63025956654206
39.8595,-94.54,"Momo",2.15898214946374
32.45763,-93.36627,"Momo",0.157804061360281
32.4197,-93.4386,"Momo",0.128770879296686
41.76292,-91.59415,"Momo",0.189006013596821
42.0152,-94.3677,"Momo",1.43674534854768
42.73854,-93.22192,"Momo",5.13925638499642
43.17215,-92.76577,"Momo",7.70298716635132
42.7525,-91.8043,"Momo",2.5691494458387
43.47104,-95.12505,"Momo",2.1956605705938
40.8348,-93.85965,"Momo",2.1860926685121
43.078,-91.3867,"Momo",3.25486165531341
43.00499,-91.17154,"Momo",2.52946419261008
41.59377,-93.974,"Momo",0.106319082657435
40.59604,-93.77783,"Momo",3.85103017118599
40.8348,-93.85965,"Momo",2.1860926685121
42.4104,-90.66615,"Momo",1.32436917228442
42.55997,-90.76557,"Momo",1.73583938038578
42.50969,-90.84215,"Momo",1.45307556718279
42.47806,-93.82007,"Momo",3.42404029282708
42.9074,-94.3841,"Momo",7.08325141465003
42.8674,-94.356,"Momo",7.47667817478859
42.72063,-94.22206,"Momo",6.02418134045435
42.6766,-94.20245,"Momo",5.57409814680132
40.995,-91.75205,"Momo",3.81371039275295
41.7822,-91.57033,"Momo",0.163459439046646
42.28422,-91.68192,"Momo",0.403458860004917
42.10722,-94.01338,"Momo",1.3895337521985
42.03477,-93.92304,"Momo",1.00414045297075
42.1846,-89.022,"Momo",0.0328974014953332
41.40762,-87.60593,"Momo",0.317510707447777
41.6,-90.1,"Momo",2.25488187693574
40.9474,-90.4429,"Momo",0.853432855296117
40.1527,-87.7424,"Momo",3.02052468028604
37.9308,-88.362,"Momo",0.535686137604243
41.7584,-90.0795,"Momo",1.57396082498719
41.7798,-89.689,"Momo",1.09914919975897
41.73534,-90.22054,"Momo",1.85903752919373
41.72264,-89.80784,"Momo",1.40819384377376
41.34693,-88.23882,"Momo",0.133524553739812
37.846,-89.0111,"Momo",1.71335740997424
37.72735,-88.9487,"Momo",1.64990350100243
37.61095,-88.9319,"Momo",1.80304786191421
42.21,-89.85,"Momo",0.493818664991354
39.2372,-88.61966,"Momo",2.40596077481714
40.25679,-90.59952,"Momo",1.43821751058763
41.55965,-90.40675,"Momo",2.32357559845773
38.09052,-90.06338,"Momo",1.3143836917781
41.2285,-89.3211,"Momo",0.945701689525374
37.289,-88.9963,"Momo",3.01942431353401
37.52127,-88.65912,"Momo",1.54503784483565
39.607,-90.64,"Momo",0.826452717032743
39.8352,-88.47835,"Momo",1.0733677318347
38.04813,-89.30435,"Momo",2.49666088789899
40.82944,-89.73378,"Momo",0.0521763475706086
40.82944,-89.73378,"Momo",0.0521763475706086
40.8365,-89.599,"Momo",0.0372237187015329
38.0985,-89.4205,"Momo",2.02697725298169
37.1142,-89.1979,"Momo",4.35925987298417
37.63,-88.55,"Momo",1.10177563618533
37.61404,-88.50061,"Momo",1.06991919222723
39.7721,-89.4691,"Momo",0.0249919733548837
39.65749,-89.56981,"Momo",0.0705422207626927
39.853,-89.5,"Momo",0.0310289233045741
39.84874,-89.55229,"Momo",0.0215647332450874
39.66676,-89.68079,"Momo",0.0504352792871742
40,-90,"Momo",0.35375317054962
39.6395,-89.66525,"Momo",0.078377836890348
39.62,-89.6845,"Momo",0.100953295854886
39.83627,-89.65926,"Momo",0.0138624812924282
39.73333,-89.61281,"Momo",0.0102707419975096
39.75318,-89.56226,"Momo",0.00921002664960407
40.1348,-90.6757,"Momo",1.62575475438264
39.50655,-88.70795,"Momo",1.17860518610409
38.51689,-90.16501,"Momo",0.0721203053947581
38.4326,-89.79143,"Momo",0.399365354797249
38.4335,-89.7915,"Momo",0.397530421938791
40.61,-89.585,"Momo",0.0712403982207531
40.67577,-89.60034,"Momo",0.0172301579834742
40.67855,-89.49032,"Momo",0.0318025693633881
41.96925,-89.38184,"Momo",0.389174599402673
39.75616,-88.62624,"Momo",0.857664483610763
42.18476,-88.29926,"Momo",0.544381196994203
40.316,-90.459,"Momo",1.08560735097724
41.02524,-89.45454,"Momo",0.321379571607569
38.4975,-88.9094,"Momo",1.65193681424017
40.82546,-88.50196,"Momo",0.971419960256095
41.86395,-89.34285,"Momo",0.660417707781642
40.14471,-89.41959,"Momo",0.527699254099603
39.8732,-88.9813,"Momo",0.349988522516772
39.781,-88.867,"Momo",0.487715595494344
39.115,-89.952,"Momo",0.89526579838918
39.37753,-90.04582,"Momo",0.686435952576878
39.06,-89.98351,"Momo",0.70021127258729
39.26776,-89.48787,"Momo",1.1348639178173
39.30525,-90.0933,"Momo",0.943603982093835
39.34657,-90.1173,"Momo",0.814873899232703
39.2038,-89.9758,"Momo",1.25121625306643
39.3047,-90.0775,"Momo",0.938931772010257
39.4383,-89.86021,"Momo",0.464956485129427
38.74784,-90.14547,"Momo",0.0479159419930228
38.809,-89.918,"Momo",0.165418232779049
38.74784,-90.14547,"Momo",0.0479159419930228
38.7774,-90.012,"Momo",0.0988274376233319
38.72226,-89.80125,"Momo",0.161368093601137
38.92241,-90.16171,"Momo",0.314528518754886
38.4763,-89.54485,"Momo",0.577396092252543
38.9951,-90.1451,"Momo",0.497535892748688
38.90123,-89.80123,"Momo",0.360105097163088
38.66736,-89.87602,"Momo",0.104829410521847
38.96846,-89.72024,"Momo",0.548153021528623
38.68707,-89.09732,"Momo",1.04097553059728
37.228,-88.7476,"Momo",2.89917855376895
37.2276,-88.7584,"Momo",2.91744966080943
40.45428,-90.78947,"Momo",1.24970736672475
40.45273,-90.79664,"Momo",1.2646550830904
40.55179,-90.7771,"Momo",1.11439233569716
